Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Time Case Closed
33937,2023-11-16,2023-11-15,09:09,Ghaziabad,268,DRUG OFFENSE,23,F,Poison,Other Crime,10,Yes,2023-12-14,03:00
33938,2023-11-16,2023-11-15,15:59,Mumbai,195,DRUG OFFENSE,29,F,Poison,Other Crime,10,No,,
33939,2023-11-16,2023-11-15,12:17,Chennai,486,ROBBERY,76,F,None,Violent Crime,8,Yes,2024-01-26,18:00
33940,2023-11-16,2023-11-15,11:31,Thane,225,ROBBERY,30,F,Other,Violent Crime,7,Yes,2024-04-14,22:00
33941,2023-11-16,2023-11-15,16:56,Bangalore,579,CYBERCRIME,28,M,Poison,Other Crime,9,No,,
33942,2023-11-17,2023-11-15,07:47,Delhi,478,PUBLIC INTOXICATION,30,F,Other,Other Crime,1,Yes,2023-11-24,19:00
33943,2023-11-15,2023-11-15,16:02,Surat,539,VANDALISM,33,F,Firearm,Other Crime,13,No,,
33944,2023-11-16,2023-11-15,00:02,Hyderabad,498,COUNTERFEITING,74,F,Knife,Other Crime,14,Yes,2023-12-20,11:00
33945,2023-11-15,2023-11-15,16:14,Delhi,293,FIREARM OFFENSE,63,F,Knife,Fire Accident,17,No,,
33946,2023-11-15,2023-11-15,22:45,Kolkata,451,VANDALISM,26,F,Explosives,Other Crime,18,No,,
33947,2023-11-15,2023-11-15,21:00,Hyderabad,254,ROBBERY,41,F,Other,Violent Crime,18,No,,
33948,2023-11-17,2023-11-15,01:20,Surat,363,DOMESTIC VIOLENCE,46,M,Explosives,Violent Crime,9,No,,
33949,2023-11-15,2023-11-15,01:28,Bangalore,307,BURGLARY,29,M,Explosives,Other Crime,14,Yes,2023-12-29,19:00
33950,2023-11-16,2023-11-15,15:20,Hyderabad,349,SHOPLIFTING,50,F,Knife,Other Crime,6,Yes,2023-12-07,09:00
33951,2023-11-16,2023-11-15,13:43,Delhi,415,ROBBERY,52,M,Knife,Violent Crime,1,Yes,2024-01-16,07:00
33952,2023-11-18,2023-11-15,20:40,Chennai,164,COUNTERFEITING,67,F,Other,Other Crime,1,Yes,2023-12-05,06:00
33953,2023-11-17,2023-11-15,00:08,Hyderabad,223,HOMICIDE,49,F,Explosives,Other Crime,17,Yes,2024-07-10,07:00
33954,2023-11-16,2023-11-15,12:52,Kanpur,371,IDENTITY THEFT,41,F,Explosives,Violent Crime,16,No,,
33955,2023-11-16,2023-11-15,12:39,Kolkata,172,PUBLIC INTOXICATION,58,M,Explosives,Other Crime,4,Yes,2023-12-02,05:00
33956,2023-11-16,2023-11-15,11:52,Jaipur,493,IDENTITY THEFT,11,F,Blunt Object,Violent Crime,13,Yes,2024-01-14,08:00
33957,2023-11-17,2023-11-15,00:00,Patna,221,ASSAULT,58,F,Poison,Violent Crime,8,No,,
33958,2023-11-17,2023-11-15,19:33,Srinagar,556,IDENTITY THEFT,55,M,Poison,Violent Crime,12,Yes,2023-12-08,11:00
33959,2023-11-16,2023-11-15,06:46,Mumbai,211,VEHICLE - STOLEN,70,F,Poison,Violent Crime,12,No,,
33960,2023-11-18,2023-11-15,12:07,Ghaziabad,554,ASSAULT,36,F,Firearm,Violent Crime,14,No,,
33961,2023-11-16,2023-11-16,15:11,Patna,496,SHOPLIFTING,18,F,Explosives,Other Crime,19,Yes,2023-11-27,23:00
33962,2023-11-17,2023-11-16,00:38,Surat,526,CYBERCRIME,52,F,Explosives,Other Crime,14,No,,
33963,2023-11-16,2023-11-16,03:47,Hyderabad,328,DRUG OFFENSE,57,M,Explosives,Other Crime,1,Yes,2024-02-07,05:00
33964,2023-11-17,2023-11-16,00:35,Delhi,572,TRAFFIC VIOLATION,11,F,Explosives,Traffic Fatality,6,Yes,2023-11-21,19:00
33965,2023-11-18,2023-11-16,16:26,Pune,113,EXTORTION,65,M,Explosives,Other Crime,8,Yes,2023-12-12,14:00
33966,2023-11-16,2023-11-16,04:15,Vasai,310,DOMESTIC VIOLENCE,25,M,Knife,Violent Crime,3,No,,
33967,2023-11-16,2023-11-16,16:13,Delhi,273,CYBERCRIME,36,F,Knife,Other Crime,18,No,,
33968,2023-11-17,2023-11-16,13:58,Jaipur,135,VEHICLE - STOLEN,43,F,Knife,Violent Crime,18,Yes,2024-02-07,17:00
33969,2023-11-16,2023-11-16,10:33,Chennai,103,ROBBERY,11,F,Blunt Object,Violent Crime,15,Yes,2024-05-10,12:00
33970,2023-11-17,2023-11-16,13:16,Hyderabad,346,ILLEGAL POSSESSION,62,F,Blunt Object,Other Crime,13,No,,
33971,2023-11-17,2023-11-16,05:11,Delhi,164,COUNTERFEITING,18,F,Blunt Object,Other Crime,7,No,,
33972,2023-11-18,2023-11-16,09:55,Surat,321,PUBLIC INTOXICATION,49,M,Knife,Other Crime,12,Yes,2023-12-03,21:00
33973,2023-11-16,2023-11-16,05:32,Bangalore,539,ASSAULT,27,M,Explosives,Violent Crime,11,No,,
33974,2023-11-18,2023-11-16,14:33,Bangalore,540,EXTORTION,26,F,None,Other Crime,3,No,,
33975,2023-11-18,2023-11-16,08:32,Kanpur,218,FIREARM OFFENSE,45,M,Poison,Fire Accident,10,No,,
33976,2023-11-19,2023-11-16,05:34,Ludhiana,441,PUBLIC INTOXICATION,53,F,Blunt Object,Other Crime,6,No,,
33977,2023-11-17,2023-11-16,21:06,Delhi,201,VEHICLE - STOLEN,75,F,Other,Violent Crime,18,No,,
33978,2023-11-17,2023-11-16,14:23,Delhi,149,EXTORTION,63,M,Poison,Other Crime,1,Yes,2024-01-16,02:00
33979,2023-11-19,2023-11-16,17:32,Bangalore,145,CYBERCRIME,49,M,Knife,Other Crime,17,No,,
33980,2023-11-16,2023-11-16,13:07,Kolkata,402,COUNTERFEITING,42,F,Knife,Other Crime,4,Yes,2023-12-22,21:00
33981,2023-11-19,2023-11-16,16:11,Mumbai,291,HOMICIDE,68,F,None,Other Crime,6,Yes,2025-07-08,01:00
33982,2023-11-17,2023-11-16,11:44,Delhi,438,FRAUD,18,F,Other,Other Crime,8,No,,
33983,2023-11-17,2023-11-16,19:51,Agra,542,CYBERCRIME,53,M,Other,Other Crime,2,Yes,2023-11-26,14:00
33984,2023-11-18,2023-11-16,06:44,Ahmedabad,283,SEXUAL ASSAULT,25,F,Firearm,Violent Crime,16,No,,
33985,2023-11-18,2023-11-17,05:54,Kolkata,126,SEXUAL ASSAULT,47,F,Firearm,Violent Crime,6,Yes,2025-07-16,07:00
33986,2023-11-18,2023-11-17,09:13,Delhi,297,FIREARM OFFENSE,40,M,Poison,Fire Accident,14,Yes,2023-12-02,14:00
33987,2023-11-18,2023-11-17,19:51,Hyderabad,228,DOMESTIC VIOLENCE,59,M,Explosives,Violent Crime,11,No,,
33988,2023-11-18,2023-11-17,21:09,Lucknow,542,ILLEGAL POSSESSION,21,F,Knife,Other Crime,15,No,,
33989,2023-11-19,2023-11-17,21:55,Mumbai,449,FRAUD,26,F,Poison,Other Crime,16,No,,
33990,2023-11-17,2023-11-17,10:06,Mumbai,488,HOMICIDE,69,F,Other,Other Crime,3,No,,
33991,2023-11-20,2023-11-17,14:36,Kalyan,402,CYBERCRIME,76,F,Firearm,Other Crime,18,Yes,2023-12-10,03:00
33992,2023-11-19,2023-11-17,08:30,Bangalore,309,BURGLARY,16,F,None,Other Crime,18,No,,
33993,2023-11-19,2023-11-17,10:32,Pune,375,FRAUD,65,M,Other,Other Crime,3,No,,
33994,2023-11-19,2023-11-17,10:00,Mumbai,134,SHOPLIFTING,51,F,Other,Other Crime,10,Yes,2023-12-19,12:00
33995,2023-11-19,2023-11-17,12:15,Mumbai,135,HOMICIDE,51,F,Other,Other Crime,12,No,,
33996,2023-11-18,2023-11-17,08:40,Kanpur,112,FRAUD,17,F,Firearm,Other Crime,10,Yes,2024-02-15,06:00
33997,2023-11-19,2023-11-17,23:29,Hyderabad,484,VANDALISM,14,M,Blunt Object,Other Crime,2,No,,
33998,2023-11-19,2023-11-17,08:44,Kanpur,428,ROBBERY,76,F,Blunt Object,Violent Crime,5,Yes,2024-04-20,03:00
33999,2023-11-19,2023-11-17,05:25,Ghaziabad,155,ILLEGAL POSSESSION,67,M,Firearm,Other Crime,19,No,,
34000,2023-11-20,2023-11-17,14:24,Pune,178,ROBBERY,52,F,Knife,Violent Crime,10,Yes,2024-01-14,06:00
34001,2023-11-19,2023-11-17,06:11,Lucknow,113,ILLEGAL POSSESSION,39,M,Blunt Object,Other Crime,1,Yes,2024-01-03,01:00
34002,2023-11-19,2023-11-17,16:40,Bangalore,520,IDENTITY THEFT,13,F,Poison,Violent Crime,15,Yes,2023-12-14,01:00
34003,2023-11-20,2023-11-17,16:18,Jaipur,573,ARSON,35,F,Blunt Object,Fire Accident,5,Yes,2023-12-07,05:00
34004,2023-11-18,2023-11-17,06:10,Bangalore,145,ILLEGAL POSSESSION,57,F,Blunt Object,Other Crime,10,No,,
34005,2023-11-20,2023-11-17,15:44,Chennai,171,PUBLIC INTOXICATION,34,F,Knife,Other Crime,4,Yes,2023-12-09,08:00
34006,2023-11-19,2023-11-17,02:28,Hyderabad,107,VANDALISM,78,F,Explosives,Other Crime,19,No,,
34007,2023-11-18,2023-11-17,16:57,Ghaziabad,317,IDENTITY THEFT,10,F,Explosives,Violent Crime,11,No,,
34008,2023-11-19,2023-11-17,03:11,Srinagar,485,IDENTITY THEFT,79,M,Other,Violent Crime,5,No,,
34009,2023-11-18,2023-11-18,07:47,Thane,502,IDENTITY THEFT,21,F,Firearm,Violent Crime,2,Yes,2023-12-28,12:00
34010,2023-11-19,2023-11-18,11:21,Kanpur,411,DRUG OFFENSE,16,F,Knife,Other Crime,6,Yes,2023-12-20,13:00
34011,2023-11-20,2023-11-18,12:49,Hyderabad,363,PUBLIC INTOXICATION,78,F,None,Other Crime,3,Yes,2023-12-15,13:00
34012,2023-11-19,2023-11-18,08:25,Mumbai,363,SHOPLIFTING,57,F,Other,Other Crime,4,No,,
34013,2023-11-18,2023-11-18,13:14,Bangalore,362,SHOPLIFTING,79,F,None,Other Crime,1,Yes,2023-12-01,22:00
34014,2023-11-19,2023-11-18,05:42,Bangalore,311,SHOPLIFTING,33,F,None,Other Crime,7,Yes,2023-12-05,16:00
34015,2023-11-19,2023-11-18,07:34,Delhi,595,ARSON,39,F,Firearm,Fire Accident,12,Yes,2024-01-23,01:00
34016,2023-11-20,2023-11-18,10:59,Hyderabad,516,IDENTITY THEFT,11,F,Explosives,Violent Crime,3,Yes,2024-01-26,01:00
34017,2023-11-20,2023-11-18,20:28,Kanpur,538,KIDNAPPING,76,M,Other,Other Crime,9,Yes,2024-02-03,17:00
34018,2023-11-20,2023-11-18,22:51,Ahmedabad,149,EXTORTION,25,F,Other,Other Crime,14,No,,
34019,2023-11-19,2023-11-18,03:23,Delhi,379,ARSON,66,F,Knife,Fire Accident,2,No,,
34020,2023-11-19,2023-11-18,12:38,Varanasi,140,ROBBERY,55,F,Knife,Violent Crime,5,No,,
34021,2023-11-20,2023-11-18,06:58,Jaipur,343,BURGLARY,77,M,Explosives,Other Crime,13,No,,
34022,2023-11-19,2023-11-18,00:35,Bangalore,355,TRAFFIC VIOLATION,24,F,None,Traffic Fatality,19,No,,
34023,2023-11-19,2023-11-18,14:20,Bangalore,183,BURGLARY,58,F,Other,Other Crime,12,Yes,2024-01-21,20:00
34024,2023-11-19,2023-11-18,07:48,Chennai,561,DOMESTIC VIOLENCE,71,F,Firearm,Violent Crime,2,No,,
34025,2023-11-20,2023-11-18,17:51,Delhi,597,BURGLARY,39,F,Blunt Object,Other Crime,1,No,,
34026,2023-11-19,2023-11-18,15:14,Nagpur,275,ILLEGAL POSSESSION,49,F,Blunt Object,Other Crime,9,Yes,2023-12-23,16:00
34027,2023-11-19,2023-11-18,10:35,Lucknow,512,VANDALISM,37,M,Knife,Other Crime,17,Yes,2024-01-06,06:00
34028,2023-11-20,2023-11-18,13:38,Mumbai,318,BURGLARY,10,F,Other,Other Crime,1,No,,
34029,2023-11-21,2023-11-18,11:16,Hyderabad,510,VANDALISM,47,F,None,Other Crime,16,Yes,2024-01-31,00:00
34030,2023-11-20,2023-11-18,03:17,Kolkata,309,CYBERCRIME,54,F,Poison,Other Crime,8,No,,
34031,2023-11-21,2023-11-18,01:04,Surat,128,DRUG OFFENSE,44,F,Firearm,Other Crime,8,Yes,2023-12-11,06:00
34032,2023-11-19,2023-11-18,04:37,Ahmedabad,307,ASSAULT,59,M,None,Violent Crime,4,Yes,2023-12-05,17:00
34033,2023-11-20,2023-11-19,00:09,Chennai,530,VEHICLE - STOLEN,13,F,Explosives,Violent Crime,3,Yes,2024-01-07,01:00
34034,2023-11-21,2023-11-19,20:44,Indore,375,VEHICLE - STOLEN,15,M,Firearm,Violent Crime,8,No,,
34035,2023-11-21,2023-11-19,09:08,Delhi,329,EXTORTION,38,F,Blunt Object,Other Crime,12,No,,
34036,2023-11-20,2023-11-19,21:37,Pune,452,VEHICLE - STOLEN,53,F,Firearm,Violent Crime,5,Yes,2023-12-16,11:00
34037,2023-11-21,2023-11-19,23:29,Chennai,528,BURGLARY,13,F,Firearm,Other Crime,17,No,,
34038,2023-11-20,2023-11-19,17:44,Ahmedabad,325,KIDNAPPING,11,M,None,Other Crime,10,No,,
34039,2023-11-19,2023-11-19,05:03,Pune,365,COUNTERFEITING,70,F,Explosives,Other Crime,4,Yes,2023-12-04,12:00
34040,2023-11-20,2023-11-19,16:18,Delhi,122,COUNTERFEITING,15,F,Firearm,Other Crime,11,Yes,2024-01-24,01:00
34041,2023-11-22,2023-11-19,18:22,Mumbai,115,FIREARM OFFENSE,52,F,Explosives,Fire Accident,2,No,,
34042,2023-11-20,2023-11-19,06:56,Surat,237,SHOPLIFTING,49,F,Other,Other Crime,3,No,,
34043,2023-11-21,2023-11-19,23:18,Bangalore,522,ROBBERY,45,F,Other,Violent Crime,3,Yes,2024-02-10,04:00
34044,2023-11-20,2023-11-19,12:41,Kolkata,194,FIREARM OFFENSE,65,F,Explosives,Fire Accident,7,No,,
34045,2023-11-21,2023-11-19,17:42,Pune,530,FIREARM OFFENSE,21,M,Firearm,Fire Accident,18,No,,
34046,2023-11-20,2023-11-19,19:13,Kolkata,319,FRAUD,45,F,Knife,Other Crime,10,No,,
34047,2023-11-22,2023-11-19,03:43,Delhi,326,KIDNAPPING,53,F,Knife,Other Crime,13,Yes,2024-01-12,13:00
34048,2023-11-20,2023-11-19,16:25,Pune,365,VANDALISM,75,F,Other,Other Crime,3,No,,
34049,2023-11-20,2023-11-19,17:32,Pune,431,COUNTERFEITING,24,F,None,Other Crime,3,Yes,2024-02-03,20:00
34050,2023-11-21,2023-11-19,16:43,Kanpur,219,SEXUAL ASSAULT,48,F,None,Violent Crime,16,No,,
34051,2023-11-20,2023-11-19,03:05,Pune,460,ILLEGAL POSSESSION,21,F,Other,Other Crime,14,No,,
34052,2023-11-21,2023-11-19,22:48,Mumbai,558,ARSON,31,M,Blunt Object,Fire Accident,7,No,,
34053,2023-11-21,2023-11-19,05:28,Delhi,457,BURGLARY,68,M,Blunt Object,Other Crime,11,No,,
34054,2023-11-20,2023-11-19,02:04,Delhi,393,ILLEGAL POSSESSION,65,M,Poison,Other Crime,13,Yes,2024-01-30,07:00
34055,2023-11-20,2023-11-19,21:14,Delhi,324,ILLEGAL POSSESSION,36,F,Blunt Object,Other Crime,10,No,,
34056,2023-11-21,2023-11-19,08:30,Chennai,512,IDENTITY THEFT,28,F,None,Violent Crime,3,No,,
34057,2023-11-22,2023-11-20,01:44,Hyderabad,342,COUNTERFEITING,45,F,Other,Other Crime,2,No,,
34058,2023-11-20,2023-11-20,00:01,Mumbai,236,FRAUD,57,M,Blunt Object,Other Crime,7,No,,
34059,2023-11-20,2023-11-20,17:13,Delhi,143,IDENTITY THEFT,53,M,Other,Violent Crime,9,Yes,2024-01-12,21:00
34060,2023-11-23,2023-11-20,15:32,Surat,222,VANDALISM,24,F,Other,Other Crime,18,No,,
34061,2023-11-22,2023-11-20,02:00,Kolkata,206,IDENTITY THEFT,62,M,Blunt Object,Violent Crime,18,No,,
34062,2023-11-23,2023-11-20,16:46,Chennai,598,ILLEGAL POSSESSION,48,F,Firearm,Other Crime,6,No,,
34063,2023-11-20,2023-11-20,11:46,Delhi,523,ARSON,23,F,Explosives,Fire Accident,9,No,,
34064,2023-11-20,2023-11-20,21:40,Delhi,175,FRAUD,46,F,Blunt Object,Other Crime,3,No,,
34065,2023-11-20,2023-11-20,20:05,Bangalore,145,SEXUAL ASSAULT,31,M,Poison,Violent Crime,4,No,,
34066,2023-11-21,2023-11-20,18:56,Hyderabad,575,CYBERCRIME,57,F,Explosives,Other Crime,7,Yes,2023-12-14,22:00
34067,2023-11-22,2023-11-20,15:21,Kolkata,157,BURGLARY,79,M,Firearm,Other Crime,2,No,,
34068,2023-11-20,2023-11-20,22:37,Mumbai,550,ROBBERY,39,F,Blunt Object,Violent Crime,9,No,,
34069,2023-11-22,2023-11-20,05:58,Kolkata,426,IDENTITY THEFT,54,F,Firearm,Violent Crime,19,Yes,2024-02-08,19:00
34070,2023-11-22,2023-11-20,07:36,Chennai,444,VEHICLE - STOLEN,49,F,None,Violent Crime,2,Yes,2024-01-23,09:00
34071,2023-11-23,2023-11-20,10:36,Kolkata,476,DOMESTIC VIOLENCE,61,F,Knife,Violent Crime,15,Yes,2024-01-04,06:00
34072,2023-11-23,2023-11-20,01:21,Chennai,424,DRUG OFFENSE,70,M,None,Other Crime,8,No,,
34073,2023-11-21,2023-11-20,01:04,Nagpur,406,ILLEGAL POSSESSION,69,F,Poison,Other Crime,19,No,,
34074,2023-11-21,2023-11-20,15:51,Jaipur,272,ASSAULT,27,M,Firearm,Violent Crime,5,No,,
34075,2023-11-23,2023-11-20,11:21,Ahmedabad,510,VEHICLE - STOLEN,58,F,Explosives,Violent Crime,1,Yes,2024-01-23,14:00
34076,2023-11-21,2023-11-20,16:02,Pune,180,TRAFFIC VIOLATION,65,M,Blunt Object,Traffic Fatality,16,No,,
34077,2023-11-22,2023-11-20,18:32,Delhi,512,HOMICIDE,60,F,Blunt Object,Other Crime,2,No,,
34078,2023-11-21,2023-11-20,12:12,Pune,518,DOMESTIC VIOLENCE,44,F,None,Violent Crime,9,No,,
34079,2023-11-22,2023-11-20,05:03,Pune,517,BURGLARY,34,F,Blunt Object,Other Crime,9,Yes,2024-02-13,16:00
34080,2023-11-22,2023-11-20,00:56,Mumbai,157,COUNTERFEITING,36,F,Knife,Other Crime,4,No,,
34081,2023-11-22,2023-11-21,23:37,Ahmedabad,306,VANDALISM,46,M,Other,Other Crime,19,No,,
34082,2023-11-22,2023-11-21,01:57,Delhi,580,VEHICLE - STOLEN,45,F,Firearm,Violent Crime,17,Yes,2024-02-06,15:00
34083,2023-11-22,2023-11-21,18:23,Thane,592,HOMICIDE,16,F,Explosives,Other Crime,7,No,,
34084,2023-11-22,2023-11-21,23:19,Lucknow,143,BURGLARY,60,M,Firearm,Other Crime,16,Yes,2024-04-04,13:00
34085,2023-11-21,2023-11-21,20:00,Hyderabad,449,SEXUAL ASSAULT,18,F,Knife,Violent Crime,17,Yes,2025-03-28,23:00
34086,2023-11-21,2023-11-21,01:16,Nashik,193,VEHICLE - STOLEN,55,F,Other,Violent Crime,19,Yes,2023-12-28,23:00
34087,2023-11-22,2023-11-21,20:14,Ahmedabad,172,EXTORTION,62,M,Explosives,Other Crime,2,No,,
34088,2023-11-23,2023-11-21,09:11,Hyderabad,355,FIREARM OFFENSE,42,F,Firearm,Fire Accident,12,No,,
34089,2023-11-23,2023-11-21,06:21,Bangalore,348,EXTORTION,70,F,Poison,Other Crime,14,No,,
34090,2023-11-21,2023-11-21,13:30,Delhi,375,EXTORTION,10,M,Firearm,Other Crime,7,No,,
34091,2023-11-23,2023-11-21,00:31,Ahmedabad,505,FRAUD,68,F,Blunt Object,Other Crime,10,Yes,2024-01-19,03:00
34092,2023-11-24,2023-11-21,06:33,Lucknow,261,VEHICLE - STOLEN,66,F,Other,Violent Crime,3,Yes,2024-01-21,05:00
34093,2023-11-22,2023-11-21,07:40,Chennai,591,CYBERCRIME,46,M,None,Other Crime,10,No,,
34094,2023-11-23,2023-11-21,13:35,Delhi,513,ARSON,32,F,Poison,Fire Accident,3,No,,
34095,2023-11-23,2023-11-21,06:21,Srinagar,222,ASSAULT,11,F,Knife,Violent Crime,2,Yes,2024-01-11,02:00
34096,2023-11-23,2023-11-21,16:44,Faridabad,145,IDENTITY THEFT,34,F,Firearm,Violent Crime,16,Yes,2024-02-08,06:00
34097,2023-11-23,2023-11-21,09:42,Thane,442,ARSON,44,M,Firearm,Fire Accident,15,Yes,2024-01-30,04:00
34098,2023-11-21,2023-11-21,13:35,Surat,552,ARSON,62,F,Poison,Fire Accident,2,No,,
34099,2023-11-23,2023-11-21,16:26,Chennai,518,FIREARM OFFENSE,27,F,Blunt Object,Fire Accident,7,No,,
34100,2023-11-24,2023-11-21,20:56,Patna,422,TRAFFIC VIOLATION,42,F,Explosives,Traffic Fatality,2,No,,
34101,2023-11-24,2023-11-21,15:48,Delhi,193,SHOPLIFTING,77,M,Firearm,Other Crime,1,No,,
34102,2023-11-23,2023-11-21,12:25,Ghaziabad,140,ARSON,15,F,Firearm,Fire Accident,4,No,,
34103,2023-11-23,2023-11-21,21:58,Visakhapatnam,519,FIREARM OFFENSE,43,M,Knife,Fire Accident,15,Yes,2023-12-10,08:00
34104,2023-11-22,2023-11-21,22:03,Delhi,289,ILLEGAL POSSESSION,74,F,Poison,Other Crime,3,Yes,2023-12-08,04:00
34105,2023-11-22,2023-11-22,09:41,Mumbai,298,CYBERCRIME,69,F,Explosives,Other Crime,7,No,,
34106,2023-11-24,2023-11-22,05:56,Mumbai,360,FRAUD,78,F,Blunt Object,Other Crime,8,Yes,2024-02-02,04:00
34107,2023-11-23,2023-11-22,05:53,Thane,559,KIDNAPPING,39,F,Explosives,Other Crime,9,No,,
34108,2023-11-23,2023-11-22,11:32,Chennai,491,HOMICIDE,23,M,Other,Other Crime,7,No,,
34109,2023-11-24,2023-11-22,02:12,Delhi,151,HOMICIDE,48,F,Firearm,Other Crime,2,Yes,2024-09-25,03:00
34110,2023-11-24,2023-11-22,20:24,Mumbai,124,EXTORTION,54,F,Poison,Other Crime,17,Yes,2023-12-01,09:00
34111,2023-11-24,2023-11-22,00:41,Kolkata,398,VANDALISM,48,M,Blunt Object,Other Crime,4,No,,
34112,2023-11-24,2023-11-22,07:51,Delhi,448,HOMICIDE,23,M,Other,Other Crime,1,Yes,2025-01-08,22:00
34113,2023-11-25,2023-11-22,06:07,Agra,307,COUNTERFEITING,26,F,Poison,Other Crime,18,Yes,2023-12-08,05:00
34114,2023-11-23,2023-11-22,04:41,Surat,292,HOMICIDE,11,M,Firearm,Other Crime,1,No,,
34115,2023-11-23,2023-11-22,22:55,Mumbai,349,CYBERCRIME,57,F,Blunt Object,Other Crime,14,Yes,2023-12-14,10:00
34116,2023-11-23,2023-11-22,15:11,Chennai,444,VANDALISM,18,M,Knife,Other Crime,3,No,,
34117,2023-11-23,2023-11-22,20:57,Chennai,262,EXTORTION,27,F,Poison,Other Crime,11,Yes,2023-12-27,21:00
34118,2023-11-23,2023-11-22,02:48,Chennai,148,ARSON,16,F,Firearm,Fire Accident,18,No,,
34119,2023-11-25,2023-11-22,00:09,Mumbai,487,VANDALISM,66,F,Firearm,Other Crime,12,No,,
34120,2023-11-24,2023-11-22,19:27,Jaipur,345,FRAUD,36,F,Firearm,Other Crime,1,No,,
34121,2023-11-24,2023-11-22,00:57,Kalyan,121,HOMICIDE,65,M,None,Other Crime,10,No,,
34122,2023-11-23,2023-11-22,05:03,Delhi,389,ASSAULT,37,F,Blunt Object,Violent Crime,16,Yes,2023-12-28,00:00
34123,2023-11-23,2023-11-22,05:11,Chennai,484,KIDNAPPING,76,F,Explosives,Other Crime,17,Yes,2023-12-12,00:00
34124,2023-11-25,2023-11-22,17:44,Rajkot,459,VEHICLE - STOLEN,34,M,None,Violent Crime,14,Yes,2023-12-13,03:00
34125,2023-11-24,2023-11-22,14:32,Bangalore,559,DRUG OFFENSE,38,M,Knife,Other Crime,3,Yes,2023-12-25,20:00
34126,2023-11-25,2023-11-22,11:13,Pune,202,FIREARM OFFENSE,35,M,Blunt Object,Fire Accident,6,Yes,2024-02-18,05:00
34127,2023-11-23,2023-11-22,11:43,Bhopal,144,KIDNAPPING,51,M,Explosives,Other Crime,19,Yes,2023-12-13,00:00
34128,2023-11-23,2023-11-22,09:54,Bangalore,112,FRAUD,39,M,Knife,Other Crime,16,Yes,2024-02-06,08:00
34129,2023-11-23,2023-11-23,12:41,Kolkata,308,KIDNAPPING,38,F,Firearm,Other Crime,11,No,,
34130,2023-11-24,2023-11-23,04:08,Rajkot,174,EXTORTION,28,F,Other,Other Crime,2,Yes,2024-01-31,09:00
34131,2023-11-24,2023-11-23,10:37,Bangalore,480,BURGLARY,65,F,None,Other Crime,2,Yes,2024-03-30,19:00
34132,2023-11-24,2023-11-23,15:34,Srinagar,502,CYBERCRIME,31,M,Other,Other Crime,17,No,,
34133,2023-11-24,2023-11-23,20:22,Delhi,502,TRAFFIC VIOLATION,11,F,Poison,Traffic Fatality,16,Yes,2023-12-10,16:00
34134,2023-11-23,2023-11-23,17:41,Kolkata,499,CYBERCRIME,36,F,Firearm,Other Crime,14,No,,
34135,2023-11-26,2023-11-23,18:44,Hyderabad,121,ILLEGAL POSSESSION,33,M,Blunt Object,Other Crime,7,No,,
34136,2023-11-24,2023-11-23,14:26,Delhi,399,FIREARM OFFENSE,45,M,Poison,Fire Accident,1,Yes,2023-12-22,05:00
34137,2023-11-25,2023-11-23,01:23,Hyderabad,512,ILLEGAL POSSESSION,46,F,Blunt Object,Other Crime,12,No,,
34138,2023-11-23,2023-11-23,16:17,Ahmedabad,116,CYBERCRIME,72,F,Explosives,Other Crime,5,Yes,2024-02-10,13:00
34139,2023-11-24,2023-11-23,13:10,Pune,432,BURGLARY,65,M,Blunt Object,Other Crime,12,No,,
34140,2023-11-25,2023-11-23,04:36,Bangalore,178,FIREARM OFFENSE,77,F,Poison,Fire Accident,10,Yes,2024-01-10,09:00
34141,2023-11-25,2023-11-23,22:11,Ahmedabad,493,ARSON,25,F,Blunt Object,Fire Accident,2,No,,
34142,2023-11-25,2023-11-23,10:48,Lucknow,292,VEHICLE - STOLEN,40,M,Blunt Object,Violent Crime,19,Yes,2024-01-11,20:00
34143,2023-11-25,2023-11-23,11:29,Agra,211,FRAUD,41,F,Blunt Object,Other Crime,18,No,,
34144,2023-11-23,2023-11-23,18:16,Chennai,125,ROBBERY,28,F,Explosives,Violent Crime,17,No,,
34145,2023-11-23,2023-11-23,09:02,Agra,421,FIREARM OFFENSE,55,F,None,Fire Accident,9,Yes,2024-02-15,20:00
34146,2023-11-26,2023-11-23,20:04,Agra,230,CYBERCRIME,76,F,Poison,Other Crime,2,Yes,2023-12-31,07:00
34147,2023-11-26,2023-11-23,11:01,Hyderabad,562,PUBLIC INTOXICATION,64,F,None,Other Crime,12,Yes,2023-12-11,05:00
34148,2023-11-25,2023-11-23,16:55,Delhi,444,EXTORTION,74,M,Other,Other Crime,4,No,,
34149,2023-11-25,2023-11-23,08:43,Kolkata,414,TRAFFIC VIOLATION,49,F,Explosives,Traffic Fatality,17,Yes,2023-11-30,15:00
34150,2023-11-24,2023-11-23,18:36,Surat,204,EXTORTION,75,F,Poison,Other Crime,9,Yes,2023-12-31,18:00
34151,2023-11-26,2023-11-23,10:19,Kolkata,229,IDENTITY THEFT,30,M,Other,Violent Crime,15,Yes,2023-12-12,10:00
